Game_id	Person_id	OffRtg	DefRtg
006728e4c10e957011e1f24878e6054a	ae53f8ba6761b64a174051da817785bc	70.58823529411765	94.11764705882354
006728e4c10e957011e1f24878e6054a	44230324724c84f122ac62a5f0918314	84.44444444444444	71.11111111111111
006728e4c10e957011e1f24878e6054a	8d2127290c94bd41b82a2938734bc750	80.0	90.0
006728e4c10e957011e1f24878e6054a	48ec4e6c52f418d5ca4ef510ba473ea0	85.33333333333333	84.0
006728e4c10e957011e1f24878e6054a	e816ff284dc3f965b8f3d605a3b91bae	0.0	0.0
006728e4c10e957011e1f24878e6054a	ed95dff5440fadf3042b5acacea81eed	0.0	0.0
006728e4c10e957011e1f24878e6054a	616281dee946056b071699476fdee9ec	82.14285714285714	91.07142857142857
006728e4c10e957011e1f24878e6054a	e814950408915f43de2b079dce7c21c5	79.51807228915662	86.74698795180723
006728e4c10e957011e1f24878e6054a	2ad626904c8b28cceb8e12c624a84240	68.88888888888889	95.55555555555556
006728e4c10e957011e1f24878e6054a	bd45fe7dba52aa2cd00ba80ff107d05b	0.0	0.0
006728e4c10e957011e1f24878e6054a	766802a8fda500d7945950de7398c9c6	80.61224489795919	84.6938775510204
006728e4c10e957011e1f24878e6054a	99104de2626f67c1fa2ce70504970c3f	82.89473684210526	76.3157894736842
006728e4c10e957011e1f24878e6054a	42e0d7167f04a4ff958c6442da0e6851	82.10526315789474	82.10526315789474
006728e4c10e957011e1f24878e6054a	c5dd5b2e3b975f0849d9b74e74125cb9	76.85185185185185	87.03703703703704
006728e4c10e957011e1f24878e6054a	5db9c1c8184510fee8161e7fafdc9c49	65.85365853658537	85.36585365853658
006728e4c10e957011e1f24878e6054a	f4a5ca938177c407a9dab5412e39498f	74.28571428571429	91.42857142857143
006728e4c10e957011e1f24878e6054a	1b37fed4823f31ccbf03515f4b9fe438	0.0	0.0
006728e4c10e957011e1f24878e6054a	c10b49616a2f4a23607dc1a8be4fde9f	0.0	0.0
006728e4c10e957011e1f24878e6054a	d00d552bc4e50f63f9397a74514519ba	0.0	0.0
006728e4c10e957011e1f24878e6054a	dd1da128c27db468d95b99b583f8a57d	0.0	0.0
006728e4c10e957011e1f24878e6054a	4ef3dae16c436459ff05156abca5cebd	89.65517241379311	68.96551724137932
006728e4c10e957011e1f24878e6054a	618f6d58ab2881152607c2a6e057bc51	90.9090909090909	86.36363636363636
006728e4c10e957011e1f24878e6054a	902362537ff2a39c0c0cfb82ab0adac2	0.0	0.0
